,Unnamed: 0,code,invasive,scientific_name,scope,score,severity,timing,title,Unnamed: 0.1,category,class_name,family_name,genus_name,infra_name,infra_rank,kingdom_name,order_name,phylum_name,population,taxonid
2003,2003,5.4,,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Fishing & harvesting aquatic resources,593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2004,2004,5.4.3,,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Unintentional effects: (subsistence/small scale) [harvest],593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2005,2005,8.1,Unspecified ANGUILLIFORMES,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified ANGUILLIFORMES),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2006,2006,8.1,Unspecified Procambarus,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified Procambarus),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2007,2007,8.1,Unspecified Rattus,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified Rattus),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2008,2008,8.1,Unspecified SALMONIDAE,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified SALMONIDAE),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2009,2009,8.1.2,Unspecified ANGUILLIFORMES,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified ANGUILLIFORMES),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2010,2010,8.1.2,Unspecified Procambarus,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified Procambarus),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2011,2011,8.1.2,Unspecified Rattus,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified Rattus),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2012,2012,8.1.2,Unspecified SALMONIDAE,Astacoides caldwelli,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified SALMONIDAE),593,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2187
2013,2013,2.1,,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Annual & perennial non-timber crops,594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2014,2014,2.1.1,,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Shifting agriculture,594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2015,2015,5.4,,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Fishing & harvesting aquatic resources,594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2016,2016,5.4.1,,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Intentional use: (subsistence/small scale) [harvest],594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2017,2017,8.1,,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases,594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2018,2018,8.1,Channa maculata,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Channa maculata),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2019,2019,8.1,Unspecified ANGUILLIFORMES,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified ANGUILLIFORMES),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2020,2020,8.1,Unspecified Procambarus,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified Procambarus),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2021,2021,8.1,Unspecified Rattus,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified Rattus),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2022,2022,8.1,Unspecified SALMONIDAE,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Unspecified SALMONIDAE),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2023,2023,8.1.1,,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Unspecified species,594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2024,2024,8.1.2,Channa maculata,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Named species (Channa maculata),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2025,2025,8.1.2,Unspecified ANGUILLIFORMES,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified ANGUILLIFORMES),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2026,2026,8.1.2,Unspecified Procambarus,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified Procambarus),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2027,2027,8.1.2,Unspecified Rattus,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified Rattus),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2028,2028,8.1.2,Unspecified SALMONIDAE,Astacoides betsileoensis,Unknown,Unknown,Unknown,Ongoing,Named species (Unspecified SALMONIDAE),594,VU,MALACOSTRACA,PARASTACIDAE,Astacoides,,,ANIMALIA,DECAPODA,ARTHROPODA,,2188
2029,2029,1.1,,Astacopsis gouldi,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Housing & urban areas,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2030,2030,3.2,,Astacopsis gouldi,Minority (<50%),Past Impact,Rapid Declines,"Past, Unlikely to Return",Mining & quarrying,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2031,2031,4.3,,Astacopsis gouldi,Unknown,Unknown,Unknown,Ongoing,Shipping lanes,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2032,2032,5.2,,Astacopsis gouldi,Unknown,Unknown,Unknown,Ongoing,Gathering terrestrial plants,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2033,2033,5.2.4,,Astacopsis gouldi,Unknown,Unknown,Unknown,Ongoing,Motivation Unknown/Unrecorded,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2034,2034,5.3,,Astacopsis gouldi,Majority (50-90%),Medium Impact: 7,Rapid Declines,Ongoing,Logging & wood harvesting,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2035,2035,5.3.5,,Astacopsis gouldi,Majority (50-90%),Medium Impact: 7,Rapid Declines,Ongoing,Motivation Unknown/Unrecorded,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2036,2036,5.4,,Astacopsis gouldi,Minority (<50%),Medium Impact: 6,Rapid Declines,Ongoing,Fishing & harvesting aquatic resources,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2037,2037,5.4.1,,Astacopsis gouldi,Minority (<50%),Medium Impact: 6,Rapid Declines,Ongoing,Intentional use: (subsistence/small scale) [harvest],595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2038,2038,9.3,,Astacopsis gouldi,Majority (50-90%),Medium Impact: 7,Rapid Declines,Ongoing,Agricultural & forestry effluents,595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2039,2039,9.3.2,,Astacopsis gouldi,Majority (50-90%),Medium Impact: 7,Rapid Declines,Ongoing,"Soil erosion, sedimentation",595,EN,MALACOSTRACA,PARASTACIDAE,Astacopsis,,,ANIMALIA,DECAPODA,ARTHROPODA,,2190
2040,2040,5.4,,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Fishing & harvesting aquatic resources,596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2041,2041,5.4.2,,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Intentional use: (large scale) [harvest],596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2042,2042,7.2,,Astacus astacus,Unknown,Unknown,Unknown,Unknown,Dams & water management/use,596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2043,2043,7.2.4,,Astacus astacus,Unknown,Unknown,Unknown,Unknown,Abstraction of surface water (unknown use),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2044,2044,8.1,Aphanomyces astaci,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Aphanomyces astaci),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2045,2045,8.1,Orconectes limosus,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Orconectes limosus),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2046,2046,8.1,Pacifastacus leniusculus,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Invasive non-native/alien species/diseases (Pacifastacus leniusculus),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2047,2047,8.1.2,Aphanomyces astaci,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Named species (Aphanomyces astaci),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2048,2048,8.1.2,Orconectes limosus,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Named species (Orconectes limosus),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2049,2049,8.1.2,Pacifastacus leniusculus,Astacus astacus,Unknown,Unknown,Unknown,Ongoing,Named species (Pacifastacus leniusculus),596,VU,MALACOSTRACA,ASTACIDAE,Astacus,,,ANIMALIA,DECAPODA,ARTHROPODA,,2191
2050,2050,5.4,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Fishing & harvesting aquatic resources,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2051,2051,5.4.6,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Motivation Unknown/Unrecorded,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2052,2052,8.2,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Problematic native species/diseases,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2053,2053,8.2.1,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Unspecified species,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2054,2054,9.1,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Domestic & urban waste water,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2055,2055,9.1.1,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Sewage,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2056,2056,9.2,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Industrial & military effluents,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2057,2057,9.2.3,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2058,2058,9.3,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Agricultural & forestry effluents,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2059,2059,9.3.2,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,"Soil erosion, sedimentation",597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2060,2060,9.3.4,,Haplochromis barbarae,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,597,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2193
2061,2061,5.4,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Fishing & harvesting aquatic resources,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2062,2062,5.4.6,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Motivation Unknown/Unrecorded,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2063,2063,8.1,Lates niloticus,Haplochromis brownae,,Low Impact: 3,,Ongoing,Invasive non-native/alien species/diseases (Lates niloticus),598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2064,2064,8.1.2,Lates niloticus,Haplochromis brownae,,Low Impact: 3,,Ongoing,Named species (Lates niloticus),598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2065,2065,8.2,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Problematic native species/diseases,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2066,2066,8.2.1,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Unspecified species,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2067,2067,9.1,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Domestic & urban waste water,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2068,2068,9.1.1,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Sewage,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2069,2069,9.2,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Industrial & military effluents,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2070,2070,9.2.3,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2071,2071,9.3,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Agricultural & forestry effluents,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2072,2072,9.3.2,,Haplochromis brownae,,Low Impact: 3,,Ongoing,"Soil erosion, sedimentation",598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2073,2073,9.3.4,,Haplochromis brownae,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,598,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2194
2074,2074,5.4,,Haplochromis martini,,Low Impact: 3,,Ongoing,Fishing & harvesting aquatic resources,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2075,2075,5.4.6,,Haplochromis martini,,Low Impact: 3,,Ongoing,Motivation Unknown/Unrecorded,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2076,2076,8.1,Lates niloticus,Haplochromis martini,,Low Impact: 3,,Ongoing,Invasive non-native/alien species/diseases (Lates niloticus),600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2077,2077,8.1.2,Lates niloticus,Haplochromis martini,,Low Impact: 3,,Ongoing,Named species (Lates niloticus),600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2078,2078,8.2,,Haplochromis martini,,Low Impact: 3,,Ongoing,Problematic native species/diseases,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2079,2079,8.2.1,,Haplochromis martini,,Low Impact: 3,,Ongoing,Unspecified species,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2080,2080,9.1,,Haplochromis martini,,Low Impact: 3,,Ongoing,Domestic & urban waste water,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2081,2081,9.1.1,,Haplochromis martini,,Low Impact: 3,,Ongoing,Sewage,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2082,2082,9.2,,Haplochromis martini,,Low Impact: 3,,Ongoing,Industrial & military effluents,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2083,2083,9.2.3,,Haplochromis martini,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2084,2084,9.3,,Haplochromis martini,,Low Impact: 3,,Ongoing,Agricultural & forestry effluents,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2085,2085,9.3.2,,Haplochromis martini,,Low Impact: 3,,Ongoing,"Soil erosion, sedimentation",600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2086,2086,9.3.4,,Haplochromis martini,,Low Impact: 3,,Ongoing,Type Unknown/Unrecorded,600,CR,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2196
2087,2087,8.1,Lates niloticus,Haplochromis megalops,,Low Impact: 3,,Ongoing,Invasive non-native/alien species/diseases (Lates niloticus),601,VU,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2197
2088,2088,8.1.2,Lates niloticus,Haplochromis megalops,,Low Impact: 3,,Ongoing,Named species (Lates niloticus),601,VU,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2197
2089,2089,8.2,,Haplochromis megalops,,Low Impact: 3,,Ongoing,Problematic native species/diseases,601,VU,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2197
2090,2090,8.2.1,,Haplochromis megalops,,Low Impact: 3,,Ongoing,Unspecified species,601,VU,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2197
2091,2091,9.3,,Haplochromis megalops,,Low Impact: 3,,Ongoing,Agricultural & forestry effluents,601,VU,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2197
2092,2092,9.3.2,,Haplochromis megalops,,Low Impact: 3,,Ongoing,"Soil erosion, sedimentation",601,VU,ACTINOPTERYGII,CICHLIDAE,Haplochromis,,,ANIMALIA,PERCIFORMES,CHORDATA,,2197
2093,2093,1.3,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Tourism & recreation areas,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2094,2094,2.1,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Annual & perennial non-timber crops,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2095,2095,2.1.2,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Small-holder farming,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2096,2096,6.1,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Recreational activities,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2097,2097,7.2,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Dams & water management/use,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2098,2098,7.2.3,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Abstraction of surface water (agricultural use),605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2099,2099,7.2.7,,Ataeniobius toweri,Majority (50-90%),Medium Impact: 6,"Slow, Significant Declines",Ongoing,Abstraction of ground water (agricultural use),605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2100,2100,7.3,,Ataeniobius toweri,Majority (50-90%),Unknown,Unknown,Ongoing,Other ecosystem modifications,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2101,2101,8.4,,Ataeniobius toweri,Majority (50-90%),Unknown,Unknown,Ongoing,Problematic species/disease of unknown origin,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2102,2102,8.4.1,,Ataeniobius toweri,Majority (50-90%),Unknown,Unknown,Ongoing,Unspecified species,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2103,2103,9.3,,Ataeniobius toweri,Whole (>90%),Medium Impact: 6,Negligible declines,Ongoing,Agricultural & forestry effluents,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2104,2104,9.3,,Ataeniobius toweri,Whole (>90%),Medium Impact: 7,"Slow, Significant Declines",Ongoing,Agricultural & forestry effluents,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2105,2105,9.3.1,,Ataeniobius toweri,Whole (>90%),Medium Impact: 7,"Slow, Significant Declines",Ongoing,Nutrient loads,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2106,2106,9.3.2,,Ataeniobius toweri,Whole (>90%),Medium Impact: 6,Negligible declines,Ongoing,"Soil erosion, sedimentation",605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2107,2107,9.3.3,,Ataeniobius toweri,Whole (>90%),Medium Impact: 7,"Slow, Significant Declines",Ongoing,Herbicides and pesticides,605,EN,ACTINOPTERYGII,GOODEIDAE,Ataeniobius,,,ANIMALIA,CYPRINODONTIFORMES,CHORDATA,,2271
2108,2108,1.1,,Ateles belzebuth,,Low Impact: 3,,Ongoing,Housing & urban areas,608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
2109,2109,2.1,,Ateles belzebuth,,Low Impact: 3,,Ongoing,Annual & perennial non-timber crops,608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
2110,2110,2.1.1,,Ateles belzebuth,,Low Impact: 3,,Ongoing,Shifting agriculture,608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
2111,2111,2.1.2,,Ateles belzebuth,,Low Impact: 3,,Ongoing,Small-holder farming,608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
2112,2112,2.3,,Ateles belzebuth,,Low Impact: 3,,Ongoing,Livestock farming & ranching,608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
2113,2113,2.3.2,,Ateles belzebuth,,Low Impact: 3,,Ongoing,"Small-holder grazing, ranching or farming",608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
2114,2114,3.2,,Ateles belzebuth,,Low Impact: 3,,Ongoing,Mining & quarrying,608,EN,MAMMALIA,ATELIDAE,Ateles,,,ANIMALIA,PRIMATES,CHORDATA,,2276
